"","b.wt","b.wt.1","b.wt.2","b.wt.3","b.LCAD","b.LCAD.1","b.LCAD.2","b.LCAD.3"
"Cops8",8.8657236837789,8.78089804282786,8.79620175279819,8.85035126112334,8.92630865722878,8.74543759168184,8.54770275983054,8.61345382160535
"Bcar3",7.70378490084235,7.46104284831294,7.56451993108298,7.26989369903707,6.62560796045628,7.00421664534866,7.12932835807661,7.19655511369211
"Spink3",4.48270471615492,4.40243158967438,4.68934255257138,4.29185429879705,4.55037457591317,4.44546464821073,4.38334175899988,4.48993592403102
"Gm5621",12.2969321762094,12.3038406689973,12.2852859489097,12.1924657425504,12.3966322060402,12.601710280286,12.5611591375876,12.459948611258
"Mcm5",4.49883082925159,4.64268020269318,4.57222896892661,4.53105738701608,4.46000910567534,4.4176612227777,4.65664143362593,4.56432152063581
"Creg1",9.7908283106013,9.79076500157929,9.71174555830058,9.75218807363944,9.33067962040038,9.49189266971339,9.52091268932662,9.57764838800232
"Cpe",7.5913772282741,7.40153592655345,6.743106412301,7.08461665338064,7.17642400909577,6.75437872887856,7.23160751199775,7.5190496210563
"Pebp1",12.164520297323,11.7243101390659,11.9939407776737,12.0925126250068,11.510060645498,11.5063501322894,11.2889435117134,11.5059172964157
"Fkbp10",5.58709656107518,5.66077548606716,5.69210482106032,5.49052148359219,5.70999284110408,5.64597138944017,5.49972941464731,5.44730077979245
"Try4",3.92604450207182,4.06079621441919,4.06245937219933,4.02502524978191,3.92569964853699,3.93328284272525,4.06245937219933,3.90658326883335
"Rrp1",8.68304679706465,8.47408881444225,8.56434131565078,8.60410239288726,8.53914345330488,8.62648175617053,8.31046748245656,8.40855034265204
"Slc2a4",11.4475421079993,11.6982794127068,11.4135818921447,11.5625201782981,11.1880275751486,11.6118517346336,11.4904966009827,11.2777783676556
"Mpo",4.99367472400918,5.05320932341252,5.39963767209193,5.0959024841177,5.19925207661589,4.99642512974536,5.27444796937696,5.01930907789982
"Itm2c",8.81310370287621,8.36146922881819,8.35227211953715,8.34252541199179,8.47923945512477,8.46331122283374,8.29413226339062,8.50929362987929
"Eif3h",10.3510465511788,10.2942495747408,10.194860498244,10.2125816190203,10.2547779063442,10.2973299189148,10.2986096338654,10.4236201873504
"Hnrnph2",9.55576420759738,9.02237891063993,9.17752842122623,9.41886428230891,9.61463255481061,9.17006400442408,8.85297396890472,9.04400915805852
"Scd1",13.8252546654643,14.0865580388418,14.0345334612875,14.1675564497486,13.9147831078501,13.7499484404341,13.9442929982876,13.8959331049449
"Ndufv1",13.0494778130678,13.0027781216547,13.157034970471,13.2263085229053,13.097565506453,13.0339055972897,13.0867455918367,13.0453651525123
"Kap",5.68027010002452,5.73084873763364,5.82584790466094,5.74771889675235,5.71614247195174,5.68560905846587,5.78487442426878,5.56919193747419
"Cox6c",13.047023683599,13.0101048684174,12.9441255496203,13.025211764451,13.066699523547,12.9985843303619,12.9500223693878,13.0455550660313
"Map2k2",8.65484794235905,8.49061852297218,8.4675083890436,8.57061942701877,8.73556778542434,8.54401769882409,8.28806260030998,8.46707540490088
"Carhsp1",9.88133149595446,9.75105133309564,9.92609108936283,10.0881536578017,9.86010495753737,9.94264839559426,10.2046023819265,9.69743833289884
"Isyna1",8.08621320210188,7.83989995670919,7.33208427178996,7.99067168102122,7.75034327740517,8.53506280648436,9.0310077706718,7.98381516367143
"Tubb3",4.08168986120175,4.0444926564364,4.38425638482895,3.95511124732398,4.10135122037745,4.05020720784943,3.98073623290274,4.05964081159671
"Atp5g2",10.8749060482234,10.9092383783487,11.0887988091683,11.0585060594401,11.0321432157867,11.090136100184,11.2163924758689,11.115730555487
"Herpud2",7.91480303936187,7.95777106062713,7.781890016323,7.94842388691715,7.95727877278101,7.72034986414622,7.78917196408088,8.12199952477536
"Lcp1",7.04772546415056,6.20674029438814,5.87697215246324,6.02383666079191,5.98085306956288,6.14035330883444,6.08882766389392,6.0154925516039
"Acadm",13.6510228683921,13.5872163591358,13.7476425074554,13.744465865508,13.6402283261509,13.6355238285482,13.8066978309488,13.5861959190309
"Sf3b3",8.61852069810788,8.6255130615423,8.23392687578542,8.07901579171589,8.59349062329803,8.4656600647145,8.38769727301548,8.60512159640118
"Vdac2",12.2347936055004,12.3870848846824,12.3760204399789,12.3862276107239,12.3245029225552,12.3595972129051,12.3304194658242,12.2923898830882
"Sqle",9.08891583673464,9.12005621335949,8.54731185527039,8.66474727703425,7.94329880152917,8.16687774906955,8.2441949359549,8.34204861478103
"Cyp2e1",9.1167659203168,7.26004975087575,9.36087231740838,8.15812870969997,8.09377565165612,8.68657490109784,9.49073888557223,8.46693515246297
"Casp6",7.31114668449735,7.36974573013756,7.63417104122412,7.8281235966957,7.56121591364204,7.7300458426366,8.08749392250722,7.85510449229754
"Txnip",11.6108527059953,12.091364473012,12.087770193384,11.8226431232167,11.5200802702183,11.5042922035246,12.7872385567709,12.136555675349
"Hey1",7.42596955916354,7.20019731179332,7.20339920000222,7.00638207392442,7.08841237366253,6.66492124267621,6.68176604996216,6.80048747603474
"Cldn11",4.03473954817391,3.98604361565654,3.87422154332115,3.92930054951357,3.84015487206086,4.03505613270928,3.79552415817855,3.77850980743261
"Ywhah",9.41384029841042,9.51404195475168,9.00316805303661,8.9577903650794,9.03749468105786,8.89484025220242,8.52523235870406,9.03721994263272
"Psmc1",9.21634960820407,9.34186658480291,9.16577341447298,9.26770877439949,9.29275888490651,9.2832326153151,9.19451521969757,9.32025043767947
"Mdk",6.82657912040224,6.7523206961012,6.77448794935052,6.60800933036672,6.7651100302804,6.63324984486556,6.7064786123715,6.80181504166404
